busdate,yy,mm,dd,dong_id,guest_cnt,ww,hh,g_cnt,wd,동
2022-03-28,2022,3,28,1102070,3679,0,0,16,0,다산동
2022-03-28,2022,3,28,1102058,3058,0,0,8,0,장충동
2022-03-28,2022,3,28,1102057,3457,0,0,22,0,필동
2022-03-28,2022,3,28,1102055,19698,0,0,107,0,명동
2022-03-29,2022,3,29,1102072,2406,1,0,22,0,청구동
2022-03-29,2022,3,29,1102071,3790,1,0,18,0,약수동
2022-03-29,2022,3,29,1102070,3708,1,0,25,0,다산동
2022-03-29,2022,3,29,1102069,4242,1,0,35,0,신당동
2022-03-29,2022,3,29,1102067,3479,1,0,13,0,황학동
2022-03-29,2022,3,29,1102065,5671,1,0,32,0,신당5동
2022-03-29,2022,3,29,1102060,3957,1,0,54,0,을지로동
2022-03-29,2022,3,29,1102052,28379,1,0,162,0,소공동
2022-03-29,2022,3,29,1102058,3152,1,0,12,0,장충동
2022-03-29,2022,3,29,1102057,3604,1,0,34,0,필동
2022-03-29,2022,3,29,1102055,20384,1,0,161,0,명동
2022-03-29,2022,3,29,1102073,1199,1,0,13,0,동화동
2022-03-29,2022,3,29,1102068,4490,1,0,18,0,중림동
2022-03-29,2022,3,29,1102059,11639,1,0,203,0,광희동
2022-03-29,2022,3,29,1102054,27834,1,0,314,0,회현동
2022-03-30,2022,3,30,1102073,1155,2,0,21,0,동화동
2022-03-30,2022,3,30,1102068,4450,2,0,14,0,중림동
2022-03-30,2022,3,30,1102059,11177,2,0,202,0,광희동
2022-03-30,2022,3,30,1102054,26632,2,0,339,0,회현동
2022-03-30,2022,3,30,1102052,27292,2,0,172,0,소공동
2022-03-30,2022,3,30,1102058,2889,2,0,12,0,장충동
2022-03-30,2022,3,30,1102057,3317,2,0,25,0,필동
2022-03-30,2022,3,30,1102055,19931,2,0,159,0,명동
2022-03-30,2022,3,30,1102072,2325,2,0,33,0,청구동
2022-03-30,2022,3,30,1102071,3684,2,0,19,0,약수동
2022-03-30,2022,3,30,1102070,3657,2,0,22,0,다산동
2022-03-30,2022,3,30,1102069,4027,2,0,51,0,신당동
2022-03-30,2022,3,30,1102067,3369,2,0,19,0,황학동
2022-03-30,2022,3,30,1102065,5667,2,0,35,0,신당5동
2022-03-30,2022,3,30,1102060,3800,2,0,66,0,을지로동
2022-03-31,2022,3,31,1102073,1194,3,0,17,0,동화동
2022-03-31,2022,3,31,1102068,4515,3,0,26,0,중림동
2022-03-31,2022,3,31,1102059,11717,3,0,259,0,광희동
2022-03-31,2022,3,31,1102054,27985,3,0,318,0,회현동
2022-03-31,2022,3,31,1102052,28591,3,0,222,0,소공동
2022-03-31,2022,3,31,1102058,3033,3,0,17,0,장충동
2022-03-31,2022,3,31,1102057,3795,3,0,37,0,필동
2022-03-31,2022,3,31,1102055,20597,3,0,236,0,명동
2022-03-31,2022,3,31,1102072,2491,3,0,27,0,청구동
2022-03-31,2022,3,31,1102071,3734,3,0,22,0,약수동
2022-03-31,2022,3,31,1102070,3608,3,0,19,0,다산동
2022-03-31,2022,3,31,1102069,4173,3,0,60,0,신당동
2022-03-31,2022,3,31,1102065,5732,3,0,23,0,신당5동
2022-03-31,2022,3,31,1102060,4036,3,0,55,0,을지로동
2022-03-31,2022,3,31,1102067,3545,3,0,20,0,황학동
2022-03-01,2022,3,1,1102073,786,1,1,0,1,동화동
2022-03-01,2022,3,1,1102068,2367,1,1,3,1,중림동
2022-03-01,2022,3,1,1102059,7777,1,1,87,1,광희동
2022-03-01,2022,3,1,1102054,17543,1,1,43,1,회현동
2022-03-01,2022,3,1,1102052,15399,1,1,17,1,소공동
2022-03-01,2022,3,1,1102058,2035,1,1,1,1,장충동
2022-03-01,2022,3,1,1102057,1515,1,1,5,1,필동
2022-03-01,2022,3,1,1102072,1412,1,1,0,1,청구동
2022-03-01,2022,3,1,1102071,1979,1,1,1,1,약수동
2022-03-01,2022,3,1,1102070,1866,1,1,0,1,다산동
2022-03-01,2022,3,1,1102069,2585,1,1,6,1,신당동
2022-03-01,2022,3,1,1102067,2326,1,1,2,1,황학동
2022-03-01,2022,3,1,1102065,3546,1,1,4,1,신당5동
2022-03-01,2022,3,1,1102060,2182,1,1,0,1,을지로동
2022-03-01,2022,3,1,1102055,9767,1,1,8,1,명동
2022-03-02,2022,3,2,1102073,1191,2,1,0,0,동화동
2022-03-02,2022,3,2,1102068,4456,2,1,5,0,중림동
2022-03-02,2022,3,2,1102059,10584,2,1,105,0,광희동
2022-03-02,2022,3,2,1102052,26992,2,1,28,0,소공동
2022-03-02,2022,3,2,1102054,26029,2,1,55,0,회현동
2022-03-02,2022,3,2,1102058,2681,2,1,4,0,장충동
2022-03-02,2022,3,2,1102057,3240,2,1,15,0,필동
2022-03-02,2022,3,2,1102072,2495,2,1,0,0,청구동
2022-03-02,2022,3,2,1102071,3747,2,1,1,0,약수동
2022-03-02,2022,3,2,1102070,3594,2,1,5,0,다산동
2022-03-02,2022,3,2,1102069,4199,2,1,10,0,신당동
2022-03-02,2022,3,2,1102067,3498,2,1,3,0,황학동
2022-03-02,2022,3,2,1102065,5598,2,1,2,0,신당5동
2022-03-02,2022,3,2,1102060,3784,2,1,4,0,을지로동
2022-03-02,2022,3,2,1102055,18991,2,1,13,0,명동
2022-03-03,2022,3,3,1102055,18718,3,1,17,0,명동
2022-03-03,2022,3,3,1102058,2691,3,1,3,0,장충동
2022-03-03,2022,3,3,1102057,3203,3,1,11,0,필동
2022-03-03,2022,3,3,1102072,2389,3,1,0,0,청구동
2022-03-03,2022,3,3,1102071,3548,3,1,1,0,약수동
2022-03-03,2022,3,3,1102070,3355,3,1,8,0,다산동
2022-03-03,2022,3,3,1102069,4080,3,1,13,0,신당동
2022-03-03,2022,3,3,1102067,3385,3,1,1,0,황학동
2022-03-03,2022,3,3,1102065,5475,3,1,1,0,신당5동
2022-03-03,2022,3,3,1102060,3722,3,1,4,0,을지로동
2022-03-03,2022,3,3,1102052,26795,3,1,37,0,소공동
2022-03-03,2022,3,3,1102054,25969,3,1,83,0,회현동
2022-03-03,2022,3,3,1102073,1109,3,1,0,0,동화동
2022-03-03,2022,3,3,1102068,4266,3,1,5,0,중림동
2022-03-03,2022,3,3,1102059,10772,3,1,116,0,광희동
2022-03-04,2022,3,4,1102073,1190,4,1,1,0,동화동
2022-03-04,2022,3,4,1102068,4501,4,1,4,0,중림동
2022-03-04,2022,3,4,1102059,10860,4,1,97,0,광희동
2022-03-04,2022,3,4,1102054,26837,4,1,82,0,회현동
2022-03-04,2022,3,4,1102052,26669,4,1,22,0,소공동
2022-03-04,2022,3,4,1102058,2658,4,1,3,0,장충동
2022-03-04,2022,3,4,1102057,3123,4,1,12,0,필동
2022-03-04,2022,3,4,1102055,18925,4,1,16,0,명동
2022-03-04,2022,3,4,1102072,2406,4,1,0,0,청구동
2022-03-04,2022,3,4,1102071,3725,4,1,3,0,약수동
2022-03-04,2022,3,4,1102070,3479,4,1,5,0,다산동
2022-03-04,2022,3,4,1102069,4078,4,1,8,0,신당동
2022-03-04,2022,3,4,1102067,3427,4,1,5,0,황학동
2022-03-04,2022,3,4,1102065,5578,4,1,7,0,신당5동
2022-03-04,2022,3,4,1102060,3832,4,1,4,0,을지로동
2022-03-05,2022,3,5,1102073,864,5,1,1,1,동화동
2022-03-05,2022,3,5,1102068,2845,5,1,1,1,중림동
2022-03-05,2022,3,5,1102059,8279,5,1,73,1,광희동
2022-03-05,2022,3,5,1102054,19114,5,1,44,1,회현동
2022-03-05,2022,3,5,1102052,16822,5,1,18,1,소공동
2022-03-05,2022,3,5,1102058,2388,5,1,4,1,장충동
2022-03-05,2022,3,5,1102057,1978,5,1,4,1,필동
2022-03-05,2022,3,5,1102055,11467,5,1,17,1,명동
2022-03-05,2022,3,5,1102071,2697,5,1,2,1,약수동
2022-03-05,2022,3,5,1102070,2351,5,1,7,1,다산동
2022-03-05,2022,3,5,1102069,2450,5,1,3,1,신당동
2022-03-05,2022,3,5,1102067,2618,5,1,3,1,황학동
2022-03-05,2022,3,5,1102065,4197,5,1,1,1,신당5동
2022-03-05,2022,3,5,1102060,2543,5,1,3,1,을지로동
2022-03-05,2022,3,5,1102072,1627,5,1,0,1,청구동
2022-03-06,2022,3,6,1102073,580,6,1,0,1,동화동
2022-03-06,2022,3,6,1102068,2151,6,1,2,1,중림동
2022-03-06,2022,3,6,1102059,6295,6,1,73,1,광희동
2022-03-06,2022,3,6,1102054,13768,6,1,39,1,회현동
2022-03-06,2022,3,6,1102052,11479,6,1,14,1,소공동
2022-03-06,2022,3,6,1102070,1642,6,1,0,1,다산동
2022-03-06,2022,3,6,1102069,1536,6,1,3,1,신당동
2022-03-06,2022,3,6,1102067,2048,6,1,1,1,황학동
2022-03-06,2022,3,6,1102065,3061,6,1,2,1,신당5동
2022-03-06,2022,3,6,1102060,1389,6,1,3,1,을지로동
2022-03-06,2022,3,6,1102071,1700,6,1,2,1,약수동
2022-03-06,2022,3,6,1102072,1226,6,1,1,1,청구동
2022-03-06,2022,3,6,1102058,2280,6,1,1,1,장충동
2022-03-06,2022,3,6,1102055,8642,6,1,16,1,명동
2022-03-06,2022,3,6,1102057,1533,6,1,3,1,필동
2022-03-07,2022,3,7,1102073,1158,0,1,1,0,동화동
2022-03-07,2022,3,7,1102068,4266,0,1,1,0,중림동
2022-03-07,2022,3,7,1102059,10519,0,1,100,0,광희동
2022-03-07,2022,3,7,1102054,25262,0,1,55,0,회현동
2022-03-07,2022,3,7,1102052,25060,0,1,38,0,소공동
2022-03-07,2022,3,7,1102058,2699,0,1,0,0,장충동
2022-03-07,2022,3,7,1102057,3234,0,1,9,0,필동
2022-03-07,2022,3,7,1102055,18681,0,1,23,0,명동
2022-03-07,2022,3,7,1102072,2350,0,1,3,0,청구동
2022-03-07,2022,3,7,1102071,3576,0,1,3,0,약수동
2022-03-07,2022,3,7,1102070,3372,0,1,2,0,다산동
2022-03-07,2022,3,7,1102069,4111,0,1,11,0,신당동
2022-03-07,2022,3,7,1102065,5225,0,1,1,0,신당5동
2022-03-07,2022,3,7,1102060,3592,0,1,3,0,을지로동
2022-03-07,2022,3,7,1102067,3229,0,1,1,0,황학동
2022-03-08,2022,3,8,1102073,1188,1,1,2,0,동화동
2022-03-08,2022,3,8,1102068,4309,1,1,6,0,중림동
2022-03-08,2022,3,8,1102059,11140,1,1,137,0,광희동
2022-03-08,2022,3,8,1102054,26482,1,1,94,0,회현동
2022-03-08,2022,3,8,1102052,27901,1,1,68,0,소공동
2022-03-08,2022,3,8,1102058,2681,1,1,2,0,장충동
2022-03-08,2022,3,8,1102057,3284,1,1,12,0,필동
2022-03-08,2022,3,8,1102055,20090,1,1,54,0,명동
2022-03-08,2022,3,8,1102072,2412,1,1,1,0,청구동
2022-03-08,2022,3,8,1102071,3588,1,1,1,0,약수동
2022-03-08,2022,3,8,1102070,3551,1,1,10,0,다산동
2022-03-08,2022,3,8,1102069,4257,1,1,10,0,신당동
2022-03-08,2022,3,8,1102065,5481,1,1,7,0,신당5동
2022-03-08,2022,3,8,1102060,3793,1,1,11,0,을지로동
2022-03-08,2022,3,8,1102067,3442,1,1,2,0,황학동
2022-03-09,2022,3,9,1102073,836,2,1,0,1,동화동
2022-03-09,2022,3,9,1102068,2408,2,1,2,1,중림동
2022-03-09,2022,3,9,1102054,17663,2,1,70,1,회현동
2022-03-09,2022,3,9,1102059,8955,2,1,121,1,광희동
2022-03-09,2022,3,9,1102052,14951,2,1,25,1,소공동
2022-03-09,2022,3,9,1102058,2655,2,1,1,1,장충동
2022-03-09,2022,3,9,1102057,2059,2,1,1,1,필동
2022-03-09,2022,3,9,1102072,1530,2,1,0,1,청구동
2022-03-09,2022,3,9,1102071,2235,2,1,2,1,약수동
2022-03-09,2022,3,9,1102070,2078,2,1,4,1,다산동
2022-03-09,2022,3,9,1102069,2598,2,1,5,1,신당동
2022-03-09,2022,3,9,1102067,2565,2,1,3,1,황학동
2022-03-09,2022,3,9,1102065,3845,2,1,7,1,신당5동
2022-03-09,2022,3,9,1102060,2421,2,1,2,1,을지로동
2022-03-09,2022,3,9,1102055,10354,2,1,14,1,명동
2022-03-10,2022,3,10,1102073,1154,3,1,0,0,동화동
2022-03-10,2022,3,10,1102068,4410,3,1,4,0,중림동
2022-03-10,2022,3,10,1102059,11073,3,1,120,0,광희동
2022-03-10,2022,3,10,1102054,25439,3,1,71,0,회현동
2022-03-10,2022,3,10,1102052,26145,3,1,27,0,소공동
2022-03-10,2022,3,10,1102058,2824,3,1,0,0,장충동
2022-03-10,2022,3,10,1102057,3190,3,1,15,0,필동
2022-03-10,2022,3,10,1102055,18896,3,1,16,0,명동
2022-03-10,2022,3,10,1102072,2301,3,1,2,0,청구동
2022-03-10,2022,3,10,1102071,3632,3,1,1,0,약수동
2022-03-10,2022,3,10,1102070,3425,3,1,6,0,다산동
2022-03-10,2022,3,10,1102069,4026,3,1,17,0,신당동
2022-03-10,2022,3,10,1102065,5351,3,1,3,0,신당5동
2022-03-10,2022,3,10,1102060,3701,3,1,4,0,을지로동
2022-03-10,2022,3,10,1102067,3248,3,1,4,0,황학동
2022-03-11,2022,3,11,1102073,1152,4,1,1,0,동화동
2022-03-11,2022,3,11,1102068,4280,4,1,4,0,중림동
2022-03-11,2022,3,11,1102054,27505,4,1,97,0,회현동
2022-03-11,2022,3,11,1102059,11624,4,1,153,0,광희동
2022-03-11,2022,3,11,1102052,26667,4,1,53,0,소공동
2022-03-11,2022,3,11,1102058,3017,4,1,2,0,장충동
2022-03-11,2022,3,11,1102057,3293,4,1,15,0,필동
2022-03-11,2022,3,11,1102072,2379,4,1,0,0,청구동
2022-03-11,2022,3,11,1102071,3579,4,1,1,0,약수동
2022-03-11,2022,3,11,1102070,3526,4,1,4,0,다산동
2022-03-11,2022,3,11,1102069,4027,4,1,7,0,신당동
2022-03-11,2022,3,11,1102067,3343,4,1,3,0,황학동
2022-03-11,2022,3,11,1102065,5579,4,1,4,0,신당5동
2022-03-11,2022,3,11,1102060,3888,4,1,4,0,을지로동
2022-03-11,2022,3,11,1102055,19121,4,1,32,0,명동
2022-03-12,2022,3,12,1102073,858,5,1,0,1,동화동
2022-03-12,2022,3,12,1102068,2967,5,1,1,1,중림동
2022-03-12,2022,3,12,1102054,19771,5,1,80,1,회현동
2022-03-12,2022,3,12,1102059,8906,5,1,86,1,광희동
2022-03-12,2022,3,12,1102052,17437,5,1,23,1,소공동
2022-03-12,2022,3,12,1102058,2807,5,1,0,1,장충동
2022-03-12,2022,3,12,1102057,2206,5,1,5,1,필동
2022-03-12,2022,3,12,1102072,1684,5,1,0,1,청구동
2022-03-12,2022,3,12,1102071,2602,5,1,1,1,약수동
2022-03-12,2022,3,12,1102070,2508,5,1,7,1,다산동
2022-03-12,2022,3,12,1102069,2385,5,1,4,1,신당동
2022-03-12,2022,3,12,1102067,2769,5,1,2,1,황학동
2022-03-12,2022,3,12,1102065,4319,5,1,4,1,신당5동
2022-03-12,2022,3,12,1102060,2522,5,1,6,1,을지로동
2022-03-12,2022,3,12,1102055,12139,5,1,27,1,명동
2022-03-13,2022,3,13,1102073,539,6,1,2,1,동화동
2022-03-13,2022,3,13,1102068,1948,6,1,7,1,중림동
2022-03-13,2022,3,13,1102054,12115,6,1,51,1,회현동
2022-03-13,2022,3,13,1102059,5479,6,1,58,1,광희동
2022-03-13,2022,3,13,1102052,10225,6,1,10,1,소공동
2022-03-13,2022,3,13,1102058,1604,6,1,1,1,장충동
2022-03-13,2022,3,13,1102057,1185,6,1,5,1,필동
2022-03-13,2022,3,13,1102072,1101,6,1,1,1,청구동
2022-03-13,2022,3,13,1102071,1599,6,1,3,1,약수동
2022-03-13,2022,3,13,1102070,1463,6,1,0,1,다산동
2022-03-13,2022,3,13,1102069,1194,6,1,6,1,신당동
2022-03-13,2022,3,13,1102067,1533,6,1,0,1,황학동
2022-03-13,2022,3,13,1102065,2688,6,1,1,1,신당5동
2022-03-13,2022,3,13,1102060,1347,6,1,2,1,을지로동
2022-03-13,2022,3,13,1102055,7855,6,1,8,1,명동
2022-03-14,2022,3,14,1102073,539,0,1,2,0,동화동
2022-03-14,2022,3,14,1102068,1948,0,1,7,0,중림동
2022-03-14,2022,3,14,1102059,5479,0,1,58,0,광희동
2022-03-14,2022,3,14,1102054,12115,0,1,51,0,회현동
2022-03-14,2022,3,14,1102052,10225,0,1,10,0,소공동
2022-03-14,2022,3,14,1102058,1604,0,1,1,0,장충동
2022-03-14,2022,3,14,1102057,1185,0,1,5,0,필동
2022-03-14,2022,3,14,1102072,1101,0,1,1,0,청구동
2022-03-14,2022,3,14,1102071,1599,0,1,3,0,약수동
2022-03-14,2022,3,14,1102070,1463,0,1,0,0,다산동
2022-03-14,2022,3,14,1102069,1194,0,1,6,0,신당동
2022-03-14,2022,3,14,1102067,1533,0,1,0,0,황학동
2022-03-14,2022,3,14,1102065,2688,0,1,1,0,신당5동
2022-03-14,2022,3,14,1102060,1347,0,1,2,0,을지로동
2022-03-14,2022,3,14,1102055,7855,0,1,8,0,명동
2022-03-15,2022,3,15,1102073,1149,1,1,1,0,동화동
2022-03-15,2022,3,15,1102068,4282,1,1,5,0,중림동
2022-03-15,2022,3,15,1102059,10437,1,1,115,0,광희동
2022-03-15,2022,3,15,1102052,26635,1,1,33,0,소공동
2022-03-15,2022,3,15,1102054,25713,1,1,79,0,회현동
2022-03-15,2022,3,15,1102058,2704,1,1,1,0,장충동
2022-03-15,2022,3,15,1102057,3062,1,1,11,0,필동
2022-03-15,2022,3,15,1102072,2277,1,1,0,0,청구동
2022-03-15,2022,3,15,1102071,3545,1,1,1,0,약수동
2022-03-15,2022,3,15,1102070,3343,1,1,2,0,다산동
2022-03-15,2022,3,15,1102069,4057,1,1,12,0,신당동
2022-03-15,2022,3,15,1102067,3226,1,1,3,0,황학동
2022-03-15,2022,3,15,1102065,5228,1,1,1,0,신당5동
2022-03-15,2022,3,15,1102060,3697,1,1,3,0,을지로동
2022-03-15,2022,3,15,1102055,18725,1,1,16,0,명동
2022-03-16,2022,3,16,1102073,1152,2,1,0,0,동화동
2022-03-16,2022,3,16,1102068,4154,2,1,5,0,중림동
2022-03-16,2022,3,16,1102059,11076,2,1,110,0,광희동
2022-03-16,2022,3,16,1102054,25824,2,1,84,0,회현동
2022-03-16,2022,3,16,1102052,26378,2,1,41,0,소공동
2022-03-16,2022,3,16,1102057,3291,2,1,13,0,필동
2022-03-16,2022,3,16,1102055,18954,2,1,27,0,명동
2022-03-16,2022,3,16,1102058,2839,2,1,3,0,장충동
2022-03-16,2022,3,16,1102072,2352,2,1,0,0,청구동
2022-03-16,2022,3,16,1102071,3446,2,1,2,0,약수동
2022-03-16,2022,3,16,1102070,3455,2,1,5,0,다산동
2022-03-16,2022,3,16,1102069,3966,2,1,10,0,신당동
2022-03-16,2022,3,16,1102067,3255,2,1,5,0,황학동
2022-03-16,2022,3,16,1102065,5218,2,1,2,0,신당5동
2022-03-16,2022,3,16,1102060,3661,2,1,8,0,을지로동
2022-03-17,2022,3,17,1102073,1153,3,1,1,0,동화동
2022-03-17,2022,3,17,1102068,4205,3,1,4,0,중림동
2022-03-17,2022,3,17,1102059,10500,3,1,85,0,광희동
2022-03-17,2022,3,17,1102054,25023,3,1,87,0,회현동
2022-03-17,2022,3,17,1102052,25597,3,1,40,0,소공동
2022-03-17,2022,3,17,1102058,2783,3,1,1,0,장충동
2022-03-17,2022,3,17,1102057,3099,3,1,11,0,필동
2022-03-17,2022,3,17,1102055,18364,3,1,23,0,명동
2022-03-17,2022,3,17,1102072,2325,3,1,2,0,청구동
2022-03-17,2022,3,17,1102071,3573,3,1,3,0,약수동
2022-03-17,2022,3,17,1102070,3327,3,1,5,0,다산동
2022-03-17,2022,3,17,1102069,4053,3,1,8,0,신당동
2022-03-17,2022,3,17,1102067,3243,3,1,3,0,황학동
2022-03-17,2022,3,17,1102065,5284,3,1,5,0,신당5동
2022-03-17,2022,3,17,1102060,3623,3,1,5,0,을지로동
2022-03-18,2022,3,18,1102073,1194,4,1,1,0,동화동
2022-03-18,2022,3,18,1102068,4342,4,1,2,0,중림동
2022-03-18,2022,3,18,1102054,26150,4,1,85,0,회현동
2022-03-18,2022,3,18,1102059,11076,4,1,138,0,광희동
2022-03-18,2022,3,18,1102052,25568,4,1,53,0,소공동
2022-03-18,2022,3,18,1102058,2823,4,1,1,0,장충동
2022-03-18,2022,3,18,1102057,3253,4,1,11,0,필동
2022-03-18,2022,3,18,1102072,2279,4,1,0,0,청구동
2022-03-18,2022,3,18,1102071,3534,4,1,1,0,약수동
2022-03-18,2022,3,18,1102070,3453,4,1,2,0,다산동
2022-03-18,2022,3,18,1102069,4042,4,1,15,0,신당동
2022-03-18,2022,3,18,1102067,3341,4,1,4,0,황학동
2022-03-18,2022,3,18,1102065,5383,4,1,9,0,신당5동
2022-03-18,2022,3,18,1102060,3771,4,1,5,0,을지로동
2022-03-18,2022,3,18,1102055,18362,4,1,27,0,명동
2022-03-19,2022,3,19,1102068,2641,5,1,1,1,중림동
2022-03-19,2022,3,19,1102073,771,5,1,2,1,동화동
2022-03-19,2022,3,19,1102059,7750,5,1,82,1,광희동
2022-03-19,2022,3,19,1102054,16996,5,1,53,1,회현동
2022-03-19,2022,3,19,1102052,14450,5,1,34,1,소공동
2022-03-19,2022,3,19,1102058,2592,5,1,2,1,장충동
2022-03-19,2022,3,19,1102057,1730,5,1,5,1,필동
2022-03-19,2022,3,19,1102072,1545,5,1,0,1,청구동
2022-03-19,2022,3,19,1102071,2293,5,1,2,1,약수동
2022-03-19,2022,3,19,1102070,2096,5,1,4,1,다산동
2022-03-19,2022,3,19,1102069,2231,5,1,2,1,신당동
2022-03-19,2022,3,19,1102067,2375,5,1,2,1,황학동
2022-03-19,2022,3,19,1102065,3925,5,1,2,1,신당5동
2022-03-19,2022,3,19,1102060,2284,5,1,5,1,을지로동
2022-03-19,2022,3,19,1102055,10456,5,1,22,1,명동
2022-03-20,2022,3,20,1102073,599,6,1,0,1,동화동
2022-03-20,2022,3,20,1102068,2064,6,1,2,1,중림동
2022-03-20,2022,3,20,1102059,6697,6,1,76,1,광희동
2022-03-20,2022,3,20,1102054,14500,6,1,59,1,회현동
2022-03-20,2022,3,20,1102052,11814,6,1,20,1,소공동
2022-03-20,2022,3,20,1102058,2653,6,1,0,1,장충동
2022-03-20,2022,3,20,1102057,1693,6,1,1,1,필동
2022-03-20,2022,3,20,1102072,1208,6,1,0,1,청구동
2022-03-20,2022,3,20,1102071,1749,6,1,3,1,약수동
2022-03-20,2022,3,20,1102070,1643,6,1,2,1,다산동
2022-03-20,2022,3,20,1102069,1578,6,1,6,1,신당동
2022-03-20,2022,3,20,1102067,1988,6,1,2,1,황학동
2022-03-20,2022,3,20,1102065,3012,6,1,0,1,신당5동
2022-03-20,2022,3,20,1102060,1434,6,1,1,1,을지로동
2022-03-20,2022,3,20,1102055,9154,6,1,9,1,명동
2022-03-21,2022,3,21,1102073,1139,0,1,0,0,동화동
2022-03-21,2022,3,21,1102068,4410,0,1,4,0,중림동
2022-03-21,2022,3,21,1102059,10353,0,1,78,0,광희동
2022-03-21,2022,3,21,1102054,25330,0,1,75,0,회현동
2022-03-21,2022,3,21,1102052,25908,0,1,42,0,소공동
2022-03-21,2022,3,21,1102058,2641,0,1,2,0,장충동
2022-03-21,2022,3,21,1102057,3101,0,1,9,0,필동
2022-03-21,2022,3,21,1102055,18734,0,1,16,0,명동
2022-03-21,2022,3,21,1102072,2284,0,1,0,0,청구동
2022-03-21,2022,3,21,1102071,3553,0,1,2,0,약수동
2022-03-21,2022,3,21,1102070,3403,0,1,5,0,다산동
2022-03-21,2022,3,21,1102069,3928,0,1,11,0,신당동
2022-03-21,2022,3,21,1102065,5342,0,1,3,0,신당5동
2022-03-21,2022,3,21,1102060,3643,0,1,3,0,을지로동
2022-03-21,2022,3,21,1102067,3319,0,1,2,0,황학동
2022-03-22,2022,3,22,1102073,1186,1,1,0,0,동화동
2022-03-22,2022,3,22,1102068,4226,1,1,2,0,중림동
2022-03-22,2022,3,22,1102054,25907,1,1,60,0,회현동
2022-03-22,2022,3,22,1102059,10878,1,1,117,0,광희동
2022-03-22,2022,3,22,1102052,26822,1,1,40,0,소공동
2022-03-22,2022,3,22,1102058,2933,1,1,4,0,장충동
2022-03-22,2022,3,22,1102057,3243,1,1,7,0,필동
2022-03-22,2022,3,22,1102072,2308,1,1,0,0,청구동
2022-03-22,2022,3,22,1102071,3606,1,1,1,0,약수동
2022-03-22,2022,3,22,1102070,3549,1,1,3,0,다산동
2022-03-22,2022,3,22,1102069,4028,1,1,13,0,신당동
2022-03-22,2022,3,22,1102067,3299,1,1,1,0,황학동
2022-03-22,2022,3,22,1102065,5418,1,1,1,0,신당5동
2022-03-22,2022,3,22,1102060,3799,1,1,6,0,을지로동
2022-03-22,2022,3,22,1102055,19257,1,1,23,0,명동
2022-03-23,2022,3,23,1102073,1195,2,1,1,0,동화동
2022-03-23,2022,3,23,1102068,4270,2,1,6,0,중림동
2022-03-23,2022,3,23,1102054,25493,2,1,86,0,회현동
2022-03-23,2022,3,23,1102059,10944,2,1,118,0,광희동
2022-03-23,2022,3,23,1102052,26425,2,1,39,0,소공동
2022-03-23,2022,3,23,1102058,2941,2,1,3,0,장충동
2022-03-23,2022,3,23,1102057,3170,2,1,6,0,필동
2022-03-23,2022,3,23,1102072,2371,2,1,5,0,청구동
2022-03-23,2022,3,23,1102071,3557,2,1,5,0,약수동
2022-03-23,2022,3,23,1102070,3354,2,1,8,0,다산동
2022-03-23,2022,3,23,1102069,3995,2,1,13,0,신당동
2022-03-23,2022,3,23,1102067,3354,2,1,3,0,황학동
2022-03-23,2022,3,23,1102065,5425,2,1,4,0,신당5동
2022-03-23,2022,3,23,1102060,3633,2,1,3,0,을지로동
2022-03-23,2022,3,23,1102055,19123,2,1,17,0,명동
2022-03-24,2022,3,24,1102073,1149,3,1,0,0,동화동
2022-03-24,2022,3,24,1102068,4374,3,1,4,0,중림동
2022-03-24,2022,3,24,1102054,26438,3,1,103,0,회현동
2022-03-24,2022,3,24,1102059,11813,3,1,124,0,광희동
2022-03-24,2022,3,24,1102052,27541,3,1,47,0,소공동
2022-03-24,2022,3,24,1102058,2962,3,1,4,0,장충동
2022-03-24,2022,3,24,1102057,3561,3,1,14,0,필동
2022-03-24,2022,3,24,1102072,2334,3,1,1,0,청구동
2022-03-24,2022,3,24,1102071,3739,3,1,1,0,약수동
2022-03-24,2022,3,24,1102070,3647,3,1,6,0,다산동
2022-03-24,2022,3,24,1102069,4090,3,1,3,0,신당동
2022-03-24,2022,3,24,1102067,3415,3,1,4,0,황학동
2022-03-24,2022,3,24,1102065,5628,3,1,2,0,신당5동
2022-03-24,2022,3,24,1102060,4100,3,1,7,0,을지로동
2022-03-24,2022,3,24,1102055,20472,3,1,22,0,명동
2022-03-25,2022,3,25,1102073,1216,4,1,1,0,동화동
2022-03-25,2022,3,25,1102068,4572,4,1,18,0,중림동
2022-03-25,2022,3,25,1102054,27990,4,1,127,0,회현동
2022-03-25,2022,3,25,1102059,12019,4,1,172,0,광희동
2022-03-25,2022,3,25,1102052,27590,4,1,78,0,소공동
2022-03-25,2022,3,25,1102058,2993,4,1,4,0,장충동
2022-03-25,2022,3,25,1102057,3537,4,1,22,0,필동
2022-03-25,2022,3,25,1102072,2512,4,1,0,0,청구동
2022-03-25,2022,3,25,1102071,3952,4,1,1,0,약수동
2022-03-25,2022,3,25,1102070,3739,4,1,8,0,다산동
2022-03-25,2022,3,25,1102069,4184,4,1,6,0,신당동
2022-03-25,2022,3,25,1102067,3601,4,1,3,0,황학동
2022-03-25,2022,3,25,1102065,5841,4,1,13,0,신당5동
2022-03-25,2022,3,25,1102060,4048,4,1,19,0,을지로동
